  Len | Found Index | Measured | Expected |   Diff | Diff/Measured
  717 |          -1 |    18662 |    19377 |    715 | 0.0383
  718 |          -1 |    18688 |    19404 |    716 | 0.0383
  719 |         300 |     7834 |     8135 |    301 | 0.0384
  720 |         268 |     7002 |     7271 |    269 | 0.0384
  721 |          -1 |    18766 |    19485 |    719 | 0.0383
  722 |          -1 |    18792 |    19512 |    720 | 0.0383
  723 |          -1 |    18818 |    19539 |    721 | 0.0383
  724 |          -1 |    18844 |    19566 |    722 | 0.0383
  725 |         337 |     8796 |     9134 |    338 | 0.0384
  726 |          -1 |    18896 |    19620 |    724 | 0.0383
  727 |         591 |    15400 |    15992 |    592 | 0.0384
  728 |          -1 |    18948 |    19674 |    726 | 0.0383
  729 |          -1 |    18974 |    19701 |    727 | 0.0383
  730 |         666 |    17350 |    18017 |    667 | 0.0384
  731 |          -1 |    19026 |    19755 |    729 | 0.0383
  732 |          -1 |    19052 |    19782 |    730 | 0.0383
  733 |          14 |      398 |      413 |     15 | 0.0377
  734 |          -1 |    19104 |    19836 |    732 | 0.0383
  735 |         471 |    12280 |    12752 |    472 | 0.0384
  736 |          -1 |    19156 |    19890 |    734 | 0.0383
  737 |         649 |    16908 |    17558 |    650 | 0.0384
  738 |         450 |    11734 |    12185 |    451 | 0.0384
  739 |         551 |    14360 |    14912 |    552 | 0.0384
  740 |         161 |     4220 |     4382 |    162 | 0.0384
  741 |          -1 |    19286 |    20025 |    739 | 0.0383
  742 |          78 |     2062 |     2141 |     79 | 0.0383
  743 |          -1 |    19338 |    20079 |    741 | 0.0383
  744 |          61 |     1620 |     1682 |     62 | 0.0383
  745 |         244 |     6378 |     6623 |    245 | 0.0384
  746 |         482 |    12566 |    13049 |    483 | 0.0384
  747 |         624 |    16258 |    16883 |    625 | 0.0384
  748 |          -1 |    19468 |    20214 |    746 | 0.0383
  749 |         724 |    18858 |    19583 |    725 | 0.0384
  750 |          -1 |    19520 |    20268 |    748 | 0.0383
  751 |         611 |    15920 |    16532 |    612 | 0.0384
  752 |         556 |    14490 |    15047 |    557 | 0.0384
  753 |          -1 |    19598 |    20349 |    751 | 0.0383
  754 |         653 |    17012 |    17666 |    654 | 0.0384
  755 |          -1 |    19650 |    20403 |    753 | 0.0383
  756 |          -1 |    19676 |    20430 |    754 | 0.0383
  757 |         723 |    18832 |    19556 |    724 | 0.0384
  758 |         235 |     6144 |     6380 |    236 | 0.0384
  759 |         727 |    18936 |    19664 |    728 | 0.0384
  760 |         122 |     3206 |     3329 |    123 | 0.0384
  761 |         661 |    17220 |    17882 |    662 | 0.0384
  762 |          -1 |    19832 |    20592 |    760 | 0.0383
  763 |         749 |    19508 |    20258 |    750 | 0.0384
  764 |          36 |      970 |     1007 |     37 | 0.0381
  765 |          -1 |    19910 |    20673 |    763 | 0.0383
  766 |          -1 |    19936 |    20700 |    764 | 0.0383
  767 |         263 |     6872 |     7136 |    264 | 0.0384
  768 |          -1 |    19988 |    20754 |    766 | 0.0383
  769 |          -1 |    20014 |    20781 |    767 | 0.0383
  770 |           4 |      138 |      143 |      5 | 0.0362
  771 |         620 |    16154 |    16775 |    621 | 0.0384
  772 |         116 |     3050 |     3167 |    117 | 0.0384
  773 |          -1 |    20118 |    20889 |    771 | 0.0383
  774 |          -1 |    20144 |    20916 |    772 | 0.0383
  775 |          -1 |    20170 |    20943 |    773 | 0.0383
  776 |          -1 |    20196 |    20970 |    774 | 0.0383
  777 |         704 |    18338 |    19043 |    705 | 0.0384
  778 |          -1 |    20248 |    21024 |    776 | 0.0383
  779 |         297 |     7756 |     8054 |    298 | 0.0384
  780 |         105 |     2764 |     2870 |    106 | 0.0384
  781 |         332 |     8666 |     8999 |    333 | 0.0384
  782 |          -1 |    20352 |    21132 |    780 | 0.0383
  783 |          -1 |    20378 |    21159 |    781 | 0.0383
  784 |          -1 |    20404 |    21186 |    782 | 0.0383
  785 |         107 |     2816 |     2924 |    108 | 0.0384
  786 |          -1 |    20456 |    21240 |    784 | 0.0383
  787 |         693 |    18052 |    18746 |    694 | 0.0384
  788 |         683 |    17792 |    18476 |    684 | 0.0384
  789 |         480 |    12514 |    12995 |    481 | 0.0384
  790 |         684 |    17818 |    18503 |    685 | 0.0384
  791 |          -1 |    20586 |    21375 |    789 | 0.0383
  792 |          38 |     1022 |     1061 |     39 | 0.0382
  793 |         569 |    14828 |    15398 |    570 | 0.0384
  794 |          -1 |    20664 |    21456 |    792 | 0.0383
  795 |          -1 |    20690 |    21483 |    793 | 0.0383
  796 |         614 |    15998 |    16613 |    615 | 0.0384
  797 |         494 |    12878 |    13373 |    495 | 0.0384
  798 |         145 |     3804 |     3950 |    146 | 0.0384
  799 |         658 |    17142 |    17801 |    659 | 0.0384
  800 |         601 |    15660 |    16262 |    602 | 0.0384
  801 |         509 |    13268 |    13778 |    510 | 0.0384
  802 |         497 |    12956 |    13454 |    498 | 0.0384
  803 |         586 |    15270 |    15857 |    587 | 0.0384
  804 |         765 |    19924 |    20690 |    766 | 0.0384
  805 |          -1 |    20950 |    21753 |    803 | 0.0383
  806 |          31 |      840 |      872 |     32 | 0.0381
  807 |         349 |     9108 |     9458 |    350 | 0.0384
  808 |         703 |    18312 |    19016 |    704 | 0.0384
  809 |          73 |     1932 |     2006 |     74 | 0.0383
  810 |          -1 |    21080 |    21888 |    808 | 0.0383
  811 |          79 |     2088 |     2168 |     80 | 0.0383
  812 |          -1 |    21132 |    21942 |    810 | 0.0383
  813 |          -1 |    21158 |    21969 |    811 | 0.0383
  814 |          -1 |    21184 |    21996 |    812 | 0.0383
  815 |          -1 |    21210 |    22023 |    813 | 0.0383
  816 |         757 |    19716 |    20474 |    758 | 0.0384
  817 |         813 |    21172 |    21986 |    814 | 0.0384
  818 |         408 |    10642 |    11051 |    409 | 0.0384
  819 |         605 |    15764 |    16370 |    606 | 0.0384
  820 |          -1 |    21340 |    22158 |    818 | 0.0383
  821 |          -1 |    21366 |    22185 |    819 | 0.0383
  822 |          -1 |    21392 |    22212 |    820 | 0.0383
  823 |         292 |     7626 |     7919 |    293 | 0.0384
  824 |          -1 |    21444 |    22266 |    822 | 0.0383
  825 |          -1 |    21470 |    22293 |    823 | 0.0383
  826 |         689 |    17948 |    18638 |    690 | 0.0384
  827 |          -1 |    21522 |    22347 |    825 | 0.0383
  828 |          -1 |    21548 |    22374 |    826 | 0.0383
  829 |          -1 |    21574 |    22401 |    827 | 0.0383
  830 |          20 |      554 |      575 |     21 | 0.0379
  831 |           6 |      190 |      197 |      7 | 0.0368
  832 |         413 |    10772 |    11186 |    414 | 0.0384
  833 |         829 |    21588 |    22418 |    830 | 0.0384
  834 |         132 |     3466 |     3599 |    133 | 0.0384
  835 |          -1 |    21730 |    22563 |    833 | 0.0383
  836 |          -1 |    21756 |    22590 |    834 | 0.0383
  837 |         404 |    10538 |    10943 |    405 | 0.0384
  838 |          -1 |    21808 |    22644 |    836 | 0.0383
  839 |         795 |    20704 |    21500 |    796 | 0.0384
  840 |         121 |     3180 |     3302 |    122 | 0.0384
  841 |          -1 |    21886 |    22725 |    839 | 0.0383
  842 |         680 |    17714 |    18395 |    681 | 0.0384
  843 |          -1 |    21938 |    22779 |    841 | 0.0383
  844 |         799 |    20808 |    21608 |    800 | 0.0384
  845 |         783 |    20392 |    21176 |    784 | 0.0384
  846 |          -1 |    22016 |    22860 |    844 | 0.0383
  847 |          -1 |    22042 |    22887 |    845 | 0.0383
  848 |         607 |    15816 |    16424 |    608 | 0.0384
  849 |          -1 |    22094 |    22941 |    847 | 0.0383
  850 |         224 |     5858 |     6083 |    225 | 0.0384
  851 |          -1 |    22146 |    22995 |    849 | 0.0383
  852 |         688 |    17922 |    18611 |    689 | 0.0384
  853 |         825 |    21484 |    22310 |    826 | 0.0384
  854 |          -1 |    22224 |    23076 |    852 | 0.0383
  855 |         780 |    20314 |    21095 |    781 | 0.0384
  856 |          -1 |    22276 |    23130 |    854 | 0.0383
  857 |          -1 |    22302 |    23157 |    855 | 0.0383
  858 |         793 |    20652 |    21446 |    794 | 0.0384
  859 |         847 |    22056 |    22904 |    848 | 0.0384
  860 |         411 |    10720 |    11132 |    412 | 0.0384
  861 |          -1 |    22406 |    23265 |    859 | 0.0383
  862 |         251 |     6560 |     6812 |    252 | 0.0384
  863 |          -1 |    22458 |    23319 |    861 | 0.0383
  864 |         236 |     6170 |     6407 |    237 | 0.0384
  865 |         604 |    15738 |    16343 |    605 | 0.0384
  866 |          -1 |    22536 |    23400 |    864 | 0.0383
  867 |          -1 |    22562 |    23427 |    865 | 0.0383
  868 |         642 |    16726 |    17369 |    643 | 0.0384
  869 |          -1 |    22614 |    23481 |    867 | 0.0383
  870 |          -1 |    22640 |    23508 |    868 | 0.0383
  871 |          -1 |    22666 |    23535 |    869 | 0.0383
  872 |           6 |      190 |      197 |      7 | 0.0368
  873 |         375 |     9784 |    10160 |    376 | 0.0384
  874 |          -1 |    22744 |    23616 |    872 | 0.0383
  875 |         326 |     8510 |     8837 |    327 | 0.0384
  876 |         271 |     7080 |     7352 |    272 | 0.0384
  877 |          -1 |    22822 |    23697 |    875 | 0.0383
  878 |         302 |     7886 |     8189 |    303 | 0.0384
  879 |          -1 |    22874 |    23751 |    877 | 0.0383
  880 |          -1 |    22900 |    23778 |    878 | 0.0383
  881 |          -1 |    22926 |    23805 |    879 | 0.0383
  882 |          -1 |    22952 |    23832 |    880 | 0.0383
  883 |          -1 |    22978 |    23859 |    881 | 0.0383
  884 |          -1 |    23004 |    23886 |    882 | 0.0383
  885 |          -1 |    23030 |    23913 |    883 | 0.0383
  886 |         653 |    17012 |    17666 |    654 | 0.0384
  887 |          -1 |    23082 |    23967 |    885 | 0.0383
  888 |         691 |    18000 |    18692 |    692 | 0.0384
  889 |         655 |    17064 |    17720 |    656 | 0.0384
  890 |         606 |    15790 |    16397 |    607 | 0.0384
  891 |         116 |     3050 |     3167 |    117 | 0.0384
  892 |         416 |    10850 |    11267 |    417 | 0.0384
  893 |         888 |    23122 |    24011 |    889 | 0.0384
  894 |          -1 |    23264 |    24156 |    892 | 0.0383
  895 |          -1 |    23290 |    24183 |    893 | 0.0383
  896 |         669 |    17428 |    18098 |    670 | 0.0384
  897 |         235 |     6144 |     6380 |    236 | 0.0384
  898 |         764 |    19898 |    20663 |    765 | 0.0384
  899 |          -1 |    23394 |    24291 |    897 | 0.0383
  900 |          -1 |    23420 |    24318 |    898 | 0.0383
  901 |          -1 |    23446 |    24345 |    899 | 0.0383
  902 |          -1 |    23472 |    24372 |    900 | 0.0383
  903 |          -1 |    23498 |    24399 |    901 | 0.0383
  904 |         436 |    11370 |    11807 |    437 | 0.0384
  905 |         507 |    13216 |    13724 |    508 | 0.0384
  906 |         105 |     2764 |     2870 |    106 | 0.0384
  907 |          50 |     1334 |     1385 |     51 | 0.0382
  908 |         267 |     6976 |     7244 |    268 | 0.0384
  909 |          -1 |    23654 |    24561 |    907 | 0.0383
  910 |         335 |     8744 |     9080 |    336 | 0.0384
  911 |         828 |    21562 |    22391 |    829 | 0.0384
  912 |         755 |    19664 |    20420 |    756 | 0.0384
  913 |         753 |    19612 |    20366 |    754 | 0.0384
  914 |          -1 |    23784 |    24696 |    912 | 0.0383
  915 |         646 |    16830 |    17477 |    647 | 0.0384
  916 |         894 |    23278 |    24173 |    895 | 0.0384
  917 |          -1 |    23862 |    24777 |    915 | 0.0383
  918 |          -1 |    23888 |    24804 |    916 | 0.0383
  919 |          -1 |    23914 |    24831 |    917 | 0.0383
  920 |          -1 |    23940 |    24858 |    918 | 0.0383
  921 |         228 |     5962 |     6191 |    229 | 0.0384
  922 |         725 |    18884 |    19610 |    726 | 0.0384
  923 |         477 |    12436 |    12914 |    478 | 0.0384
  924 |         107 |     2816 |     2924 |    108 | 0.0384
  925 |          -1 |    24070 |    24993 |    923 | 0.0383
  926 |         616 |    16050 |    16667 |    617 | 0.0384
  927 |         122 |     3206 |     3329 |    123 | 0.0384
  928 |          -1 |    24148 |    25074 |    926 | 0.0383
  929 |          13 |      372 |      386 |     14 | 0.0376
  930 |         614 |    15998 |    16613 |    615 | 0.0384
  931 |          -1 |    24226 |    25155 |    929 | 0.0383
  932 |          -1 |    24252 |    25182 |    930 | 0.0383
  933 |          -1 |    24278 |    25209 |    931 | 0.0383
  934 |         617 |    16076 |    16694 |    618 | 0.0384
  935 |          -1 |    24330 |    25263 |    933 | 0.0383
  936 |          -1 |    24356 |    25290 |    934 | 0.0383
  937 |          -1 |    24382 |    25317 |    935 | 0.0383
  938 |          -1 |    24408 |    25344 |    936 | 0.0383
  939 |          -1 |    24434 |    25371 |    937 | 0.0383
  940 |          -1 |    24460 |    25398 |    938 | 0.0383
  941 |          -1 |    24486 |    25425 |    939 | 0.0383
  942 |          -1 |    24512 |    25452 |    940 | 0.0383
  943 |          -1 |    24538 |    25479 |    941 | 0.0383
  944 |          -1 |    24564 |    25506 |    942 | 0.0383
  945 |          -1 |    24590 |    25533 |    943 | 0.0383
  946 |          -1 |    24616 |    25560 |    944 | 0.0383
  947 |         267 |     6976 |     7244 |    268 | 0.0384
  948 |          11 |      320 |      332 |     12 | 0.0375
  949 |          -1 |    24694 |    25641 |    947 | 0.0383
  950 |          -1 |    24720 |    25668 |    948 | 0.0383
  951 |          -1 |    24746 |    25695 |    949 | 0.0383
  952 |          -1 |    24772 |    25722 |    950 | 0.0383
  953 |          -1 |    24798 |    25749 |    951 | 0.0383
  954 |         717 |    18676 |    19394 |    718 | 0.0384
  955 |          -1 |    24850 |    25803 |    953 | 0.0384
  956 |          34 |      918 |      953 |     35 | 0.0381
  957 |         169 |     4428 |     4598 |    170 | 0.0384
  958 |          38 |     1022 |     1061 |     39 | 0.0382
  959 |         650 |    16934 |    17585 |    651 | 0.0384
  960 |          -1 |    24980 |    25938 |    958 | 0.0384
  961 |          -1 |    25006 |    25965 |    959 | 0.0384
  962 |         170 |     4454 |     4625 |    171 | 0.0384
  963 |          67 |     1776 |     1844 |     68 | 0.0383
  964 |          -1 |    25084 |    26046 |    962 | 0.0384
  965 |         818 |    21302 |    22121 |    819 | 0.0384
  966 |          -1 |    25136 |    26100 |    964 | 0.0384
  967 |          -1 |    25162 |    26127 |    965 | 0.0384
  968 |          -1 |    25188 |    26154 |    966 | 0.0384
  969 |         703 |    18312 |    19016 |    704 | 0.0384
  970 |         165 |     4324 |     4490 |    166 | 0.0384
  971 |         390 |    10174 |    10565 |    391 | 0.0384
  972 |          -1 |    25292 |    26262 |    970 | 0.0384
  973 |         911 |    23720 |    24632 |    912 | 0.0384
  974 |         141 |     3700 |     3842 |    142 | 0.0384
  975 |         770 |    20054 |    20825 |    771 | 0.0384
  976 |          -1 |    25396 |    26370 |    974 | 0.0384
  977 |          -1 |    25422 |    26397 |    975 | 0.0384
  978 |          -1 |    25448 |    26424 |    976 | 0.0384
  979 |          -1 |    25474 |    26451 |    977 | 0.0384
  980 |          -1 |    25500 |    26478 |    978 | 0.0384
  981 |          -1 |    25526 |    26505 |    979 | 0.0384
  982 |         457 |    11916 |    12374 |    458 | 0.0384
  983 |          -1 |    25578 |    26559 |    981 | 0.0384
  984 |          -1 |    25604 |    26586 |    982 | 0.0384
  985 |         506 |    13190 |    13697 |    507 | 0.0384
  986 |          -1 |    25656 |    26640 |    984 | 0.0384
  987 |         303 |     7912 |     8216 |    304 | 0.0384
  988 |         160 |     4194 |     4355 |    161 | 0.0384
  989 |          -1 |    25734 |    26721 |    987 | 0.0384
  990 |          -1 |    25760 |    26748 |    988 | 0.0384
  991 |         857 |    22316 |    23174 |    858 | 0.0384
  992 |         123 |     3232 |     3356 |    124 | 0.0384
  993 |          -1 |    25838 |    26829 |    991 | 0.0384
  994 |          67 |     1776 |     1844 |     68 | 0.0383
  995 |          -1 |    25890 |    26883 |    993 | 0.0384
  996 |          -1 |    25916 |    26910 |    994 | 0.0384
  997 |          -1 |    25942 |    26937 |    995 | 0.0384
  998 |         161 |     4220 |     4382 |    162 | 0.0384
  999 |          -1 |    25994 |    26991 |    997 | 0.0384
 1000 |         717 |    18676 |    19394 |    718 | 0.0384
Avg percent off: 3.794%
Variance percent off: 3.6939162997746106e-06%
